Metrica,Periodo,Ambito,Italiani,Stranieri
Arrivi,2013-05,Provincia,40436,87237
Arrivi,2013-06,"Trento, Monte Bondone e Altopiano di Pinè",9275,8167
Arrivi,2013-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",17145,3593
Arrivi,2013-06,Val di Fiemme e Val di Cembra,7626,3516
Arrivi,2013-06,Val di Fassa,19174,5748
Arrivi,2013-06,"San Martino di Castrozza, Primiero e Vanoi",6836,892
Arrivi,2013-06,"Valsugana, Tesino e Valle dei Mocheni",6671,6896
Arrivi,2013-06,Altipiani cimbri e Vigolana,5244,1753
Arrivi,2013-06,"Rovereto, Vallagarina e Monte Baldo",3952,2935
Arrivi,2013-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15718,51602
Arrivi,2013-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",5454,1685
Arrivi,2013-06,Val di Sole,9404,3940
Arrivi,2013-06,Val di Non,4587,2919
Arrivi,2013-06,Provincia,111086,93646
Arrivi,2013-07,"Trento, Monte Bondone e Altopiano di Pinè",13804,12968
Arrivi,2013-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",26710,3978
Arrivi,2013-07,Val di Fiemme e Val di Cembra,17409,3771
Arrivi,2013-07,Val di Fassa,52940,9284
Arrivi,2013-07,"San Martino di Castrozza, Primiero e Vanoi",14909,2570
Arrivi,2013-07,"Valsugana, Tesino e Valle dei Mocheni",9858,8034
Arrivi,2013-07,Altipiani cimbri e Vigolana,10827,1952
Arrivi,2013-07,"Rovereto, Vallagarina e Monte Baldo",4894,4546
Arrivi,2013-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",16402,65302
Arrivi,2013-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",23275,5103
Arrivi,2013-07,Val di Sole,28094,3693
Arrivi,2013-07,Val di Non,6278,2984
Arrivi,2013-07,Provincia,225400,124185
Arrivi,2013-08,"Trento, Monte Bondone e Altopiano di Pinè",16766,11643
Arrivi,2013-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",38673,3870
Arrivi,2013-08,Val di Fiemme e Val di Cembra,27021,3081
Arrivi,2013-08,Val di Fassa,73204,7700
Arrivi,2013-08,"San Martino di Castrozza, Primiero e Vanoi",22108,1317
Arrivi,2013-08,"Valsugana, Tesino e Valle dei Mocheni",16540,6004
Arrivi,2013-08,Altipiani cimbri e Vigolana,17398,1814
Arrivi,2013-08,"Rovereto, Vallagarina e Monte Baldo",7476,4357
Arrivi,2013-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",28288,62240
Arrivi,2013-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",31378,4106
Arrivi,2013-08,Val di Sole,41255,3426
Arrivi,2013-08,Val di Non,9150,3132
Arrivi,2013-08,Provincia,329257,112690
Arrivi,2013-09,"Trento, Monte Bondone e Altopiano di Pinè",10891,10621
Arrivi,2013-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",12251,7790
Arrivi,2013-09,Val di Fiemme e Val di Cembra,8051,6348
Arrivi,2013-09,Val di Fassa,19356,8134
Arrivi,2013-09,"San Martino di Castrozza, Primiero e Vanoi",8765,1235
Arrivi,2013-09,"Valsugana, Tesino e Valle dei Mocheni",7048,8660
Arrivi,2013-09,Altipiani cimbri e Vigolana,4009,1744
Arrivi,2013-09,"Rovereto, Vallagarina e Monte Baldo",4468,4101
Arrivi,2013-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",12529,61978
Arrivi,2013-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",5275,2373
Arrivi,2013-09,Val di Sole,6704,4563
Arrivi,2013-09,Val di Non,5376,3545
Arrivi,2013-09,Provincia,104723,121092
Arrivi,2013-10,"Trento, Monte Bondone e Altopiano di Pinè",9792,5158
Arrivi,2013-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",2452,4267
Arrivi,2013-10,Val di Fiemme e Val di Cembra,2259,5517
Arrivi,2013-10,Val di Fassa,2070,1243
Arrivi,2013-10,"San Martino di Castrozza, Primiero e Vanoi",1647,193
Arrivi,2013-10,"Valsugana, Tesino e Valle dei Mocheni",3533,3982
Arrivi,2013-10,Altipiani cimbri e Vigolana,1139,362
Arrivi,2013-10,"Rovereto, Vallagarina e Monte Baldo",3243,2999
Arrivi,2013-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",9254,36722
Arrivi,2013-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",1278,416
Arrivi,2013-10,Val di Sole,1539,1130
Arrivi,2013-10,Val di Non,4749,2003
Arrivi,2013-10,Provincia,42955,63992
Arrivi,2013-11,"Trento, Monte Bondone e Altopiano di Pinè",13317,2410
Arrivi,2013-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",2231,976
Arrivi,2013-11,Val di Fiemme e Val di Cembra,1651,197
Arrivi,2013-11,Val di Fassa,1348,124
Arrivi,2013-11,"San Martino di Castrozza, Primiero e Vanoi",1521,59
Arrivi,2013-11,"Valsugana, Tesino e Valle dei Mocheni",4422,431
Arrivi,2013-11,Altipiani cimbri e Vigolana,1581,124
Arrivi,2013-11,"Rovereto, Vallagarina e Monte Baldo",3812,1046
Arrivi,2013-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",9758,4720
Arrivi,2013-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",1926,258
Arrivi,2013-11,Val di Sole,2288,115
Arrivi,2013-11,Val di Non,2705,167
Arrivi,2013-11,Provincia,46560,10627
Arrivi,2013-12,"Trento, Monte Bondone e Altopiano di Pinè",19612,4595
Arrivi,2013-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",20810,2981
Arrivi,2013-12,Val di Fiemme e Val di Cembra,15870,8086
Arrivi,2013-12,Val di Fassa,35472,10808
Arrivi,2013-12,"San Martino di Castrozza, Primiero e Vanoi",13090,910
Arrivi,2013-12,"Valsugana, Tesino e Valle dei Mocheni",10443,611
Arrivi,2013-12,Altipiani cimbri e Vigolana,12387,1180
Arrivi,2013-12,"Rovereto, Vallagarina e Monte Baldo",6934,1254
Arrivi,2013-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15128,5392
Arrivi,2013-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",21750,6128
Arrivi,2013-12,Val di Sole,25523,12175
Arrivi,2013-12,Val di Non,6620,616
Arrivi,2013-12,Provincia,203639,54736
Presenze,2013-01,"Trento, Monte Bondone e Altopiano di Pinè",29081,15039
Presenze,2013-01,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",114634,32091
Presenze,2013-01,Val di Fiemme e Val di Cembra,50188,74740
Presenze,2013-01,Val di Fassa,183527,163081
Presenze,2013-01,"San Martino di Castrozza, Primiero e Vanoi",66713,12897
Presenze,2013-01,"Valsugana, Tesino e Valle dei Mocheni",10906,799
Presenze,2013-01,Altipiani cimbri e Vigolana,50365,28144
Presenze,2013-01,"Rovereto, Vallagarina e Monte Baldo",15243,4629
Presenze,2013-01,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",20553,22525
Presenze,2013-01,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",89506,76826
Presenze,2013-01,Val di Sole,145516,96992
Presenze,2013-01,Val di Non,12535,826
Presenze,2013-01,Provincia,788767,528589
Presenze,2013-02,"Trento, Monte Bondone e Altopiano di Pinè",26001,18068
Presenze,2013-02,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",99994,50655
Presenze,2013-02,Val di Fiemme e Val di Cembra,36536,94680
Presenze,2013-02,Val di Fassa,165296,193934
Presenze,2013-02,"San Martino di Castrozza, Primiero e Vanoi",64911,12923
Presenze,2013-02,"Valsugana, Tesino e Valle dei Mocheni",8865,1885
Presenze,2013-02,Altipiani cimbri e Vigolana,54932,37968
Presenze,2013-02,"Rovereto, Vallagarina e Monte Baldo",13959,8953
Presenze,2013-02,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",10769,6145
Presenze,2013-02,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",99236,77692
Presenze,2013-02,Val di Sole,113407,146975
Presenze,2013-02,Val di Non,10839,2754
Presenze,2013-02,Provincia,704745,652632
Presenze,2013-03,"Trento, Monte Bondone e Altopiano di Pinè",28344,16788
Presenze,2013-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",70872,24070
Presenze,2013-03,Val di Fiemme e Val di Cembra,36167,81669
Presenze,2013-03,Val di Fassa,144705,156252
Presenze,2013-03,"San Martino di Castrozza, Primiero e Vanoi",49091,8806
Presenze,2013-03,"Valsugana, Tesino e Valle dei Mocheni",7697,3659
Presenze,2013-03,Altipiani cimbri e Vigolana,28195,15803
Presenze,2013-03,"Rovereto, Vallagarina e Monte Baldo",12829,4329
Presenze,2013-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",20580,64336
Presenze,2013-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",86357,48243
Presenze,2013-03,Val di Sole,116195,104016
Presenze,2013-03,Val di Non,9820,1472
Presenze,2013-03,Provincia,610852,529443
Presenze,2013-04,"Trento, Monte Bondone e Altopiano di Pinè",15865,7788
Presenze,2013-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",6006,2509
Presenze,2013-04,Val di Fiemme e Val di Cembra,7004,10021
Presenze,2013-04,Val di Fassa,8305,8222
Presenze,2013-04,"San Martino di Castrozza, Primiero e Vanoi",4527,476
Presenze,2013-04,"Valsugana, Tesino e Valle dei Mocheni",10741,6728
Presenze,2013-04,Altipiani cimbri e Vigolana,3347,1066
Presenze,2013-04,"Rovereto, Vallagarina e Monte Baldo",4887,3425
Presenze,2013-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",31633,99262
Presenze,2013-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",8425,5343
Presenze,2013-04,Val di Sole,9737,26685
Presenze,2013-04,Val di Non,8066,2708
Presenze,2013-04,Provincia,118543,174233
Presenze,2013-05,"Trento, Monte Bondone e Altopiano di Pinè",18273,14208
Presenze,2013-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",5079,7965
Presenze,2013-05,Val di Fiemme e Val di Cembra,3494,5333
Presenze,2013-05,Val di Fassa,4887,6260
Presenze,2013-05,"San Martino di Castrozza, Primiero e Vanoi",2843,594
Presenze,2013-05,"Valsugana, Tesino e Valle dei Mocheni",10525,20546
Presenze,2013-05,Altipiani cimbri e Vigolana,1735,1736
Presenze,2013-05,"Rovereto, Vallagarina e Monte Baldo",4758,6443
Presenze,2013-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",26295,212350
Presenze,2013-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",4105,1228
Presenze,2013-05,Val di Sole,4760,5019
Presenze,2013-05,Val di Non,5227,7243
Presenze,2013-05,Provincia,91981,288925
Presenze,2013-06,"Trento, Monte Bondone e Altopiano di Pinè",20737,15046
Presenze,2013-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",68573,13148
Presenze,2013-06,Val di Fiemme e Val di Cembra,26144,13034
Presenze,2013-06,Val di Fassa,63995,19686
Presenze,2013-06,"San Martino di Castrozza, Primiero e Vanoi",27126,2688
Presenze,2013-06,"Valsugana, Tesino e Valle dei Mocheni",31193,24092
Presenze,2013-06,Altipiani cimbri e Vigolana,13944,6486
Presenze,2013-06,"Rovereto, Vallagarina e Monte Baldo",11291,5338
Presenze,2013-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",45174,198293
Presenze,2013-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",19971,4346
Presenze,2013-06,Val di Sole,29579,14108
Presenze,2013-06,Val di Non,9448,9110
Presenze,2013-06,Provincia,367175,325375
Presenze,2013-07,"Trento, Monte Bondone e Altopiano di Pinè",46507,26533
Presenze,2013-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",189042,11007
Presenze,2013-07,Val di Fiemme e Val di Cembra,116368,15544
Presenze,2013-07,Val di Fassa,315663,36167
Presenze,2013-07,"San Martino di Castrozza, Primiero e Vanoi",90679,7244
Presenze,2013-07,"Valsugana, Tesino e Valle dei Mocheni",61915,31356
Presenze,2013-07,Altipiani cimbri e Vigolana,58811,7231
Presenze,2013-07,"Rovereto, Vallagarina e Monte Baldo",23133,6378
Presenze,2013-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",59212,303159
Presenze,2013-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",111510,16244
Presenze,2013-07,Val di Sole,166914,12811
Presenze,2013-07,Val di Non,28551,8914
Presenze,2013-07,Provincia,1268305,482588
Presenze,2013-08,"Trento, Monte Bondone e Altopiano di Pinè",56701,24379
Presenze,2013-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",238490,9978
Presenze,2013-08,Val di Fiemme e Val di Cembra,163877,12009
Presenze,2013-08,Val di Fassa,427762,28119
Presenze,2013-08,"San Martino di Castrozza, Primiero e Vanoi",130226,6251
Presenze,2013-08,"Valsugana, Tesino e Valle dei Mocheni",85790,23964
Presenze,2013-08,Altipiani cimbri e Vigolana,91517,6426
Presenze,2013-08,"Rovereto, Vallagarina e Monte Baldo",24584,6725
Presenze,2013-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",110642,284946
Presenze,2013-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",177573,12112
Presenze,2013-08,Val di Sole,241476,10610
Presenze,2013-08,Val di Non,40386,7975
Presenze,2013-08,Provincia,1789024,433494
Presenze,2013-09,"Trento, Monte Bondone e Altopiano di Pinè",26299,26531
Presenze,2013-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",69992,25248
Presenze,2013-09,Val di Fiemme e Val di Cembra,33578,23732
Presenze,2013-09,Val di Fassa,95853,31395
Presenze,2013-09,"San Martino di Castrozza, Primiero e Vanoi",42093,3793
Presenze,2013-09,"Valsugana, Tesino e Valle dei Mocheni",30121,29247
Presenze,2013-09,Altipiani cimbri e Vigolana,12767,6462
Presenze,2013-09,"Rovereto, Vallagarina e Monte Baldo",9140,6124
Presenze,2013-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",37842,254001
Presenze,2013-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",24834,5888
Presenze,2013-09,Val di Sole,34619,17540
Presenze,2013-09,Val di Non,14036,11073
Presenze,2013-09,Provincia,431174,441034
Presenze,2013-10,"Trento, Monte Bondone e Altopiano di Pinè",21096,11784
Presenze,2013-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",4793,15606
Presenze,2013-10,Val di Fiemme e Val di Cembra,4843,17558
Presenze,2013-10,Val di Fassa,6042,4090
Presenze,2013-10,"San Martino di Castrozza, Primiero e Vanoi",4553,610
Presenze,2013-10,"Valsugana, Tesino e Valle dei Mocheni",9547,14019
Presenze,2013-10,Altipiani cimbri e Vigolana,2296,1024
Presenze,2013-10,"Rovereto, Vallagarina e Monte Baldo",5716,4514
Presenze,2013-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",24658,148806
Presenze,2013-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",4117,1029
Presenze,2013-10,Val di Sole,3679,3616
Presenze,2013-10,Val di Non,10191,7079
Presenze,2013-10,Provincia,101531,229735
Presenze,2013-11,"Trento, Monte Bondone e Altopiano di Pinè",22626,4998
Presenze,2013-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",4626,2767
Presenze,2013-11,Val di Fiemme e Val di Cembra,3489,905
Presenze,2013-11,Val di Fassa,3339,382
Presenze,2013-11,"San Martino di Castrozza, Primiero e Vanoi",3416,144
Presenze,2013-11,"Valsugana, Tesino e Valle dei Mocheni",9606,1434
Presenze,2013-11,Altipiani cimbri e Vigolana,3043,318
Presenze,2013-11,"Rovereto, Vallagarina e Monte Baldo",6009,2089
Presenze,2013-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",20204,18678
Presenze,2013-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",4816,713
Presenze,2013-11,Val di Sole,6415,292
Presenze,2013-11,Val di Non,6572,517
Presenze,2013-11,Provincia,94161,33237
Presenze,2013-12,"Trento, Monte Bondone e Altopiano di Pinè",42728,21437
Presenze,2013-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",72906,10204
Presenze,2013-12,Val di Fiemme e Val di Cembra,51285,43422
Presenze,2013-12,Val di Fassa,142095,53729
Presenze,2013-12,"San Martino di Castrozza, Primiero e Vanoi",45554,3550
Presenze,2013-12,"Valsugana, Tesino e Valle dei Mocheni",20953,3367
Presenze,2013-12,Altipiani cimbri e Vigolana,37628,5370
Presenze,2013-12,"Rovereto, Vallagarina e Monte Baldo",15429,2797
Presenze,2013-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",31024,18601
Presenze,2013-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",79195,31067
Presenze,2013-12,Val di Sole,103794,68714
Presenze,2013-12,Val di Non,15621,1901
Presenze,2013-12,Provincia,658212,264159
