Metrica,Periodo,Ambito,Italiani,Stranieri
Arrivi,2018-08,"Trento, Monte Bondone e Altopiano di Pinè",21690,16561
Arrivi,2018-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",42234,5000
Arrivi,2018-08,Val di Fiemme e Val di Cembra,28639,3138
Arrivi,2018-08,Val di Fassa,74537,8534
Arrivi,2018-08,"San Martino di Castrozza, Primiero e Vanoi",23769,1167
Arrivi,2018-08,"Valsugana, Tesino e Valle dei Mocheni",19937,7436
Arrivi,2018-08,Altipiani cimbri e Vigolana,18358,1993
Arrivi,2018-08,"Rovereto, Vallagarina e Monte Baldo",7204,3835
Arrivi,2018-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",36100,60648
Arrivi,2018-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",38290,4556
Arrivi,2018-08,Val di Sole,45315,3848
Arrivi,2018-08,Val di Non,10092,3775
Arrivi,2018-08,Provincia,366165,120491
Arrivi,2018-09,"Trento, Monte Bondone e Altopiano di Pinè",13476,15243
Arrivi,2018-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",18055,9935
Arrivi,2018-09,Val di Fiemme e Val di Cembra,11848,7125
Arrivi,2018-09,Val di Fassa,24953,8731
Arrivi,2018-09,"San Martino di Castrozza, Primiero e Vanoi",10928,1765
Arrivi,2018-09,"Valsugana, Tesino e Valle dei Mocheni",11678,8775
Arrivi,2018-09,Altipiani cimbri e Vigolana,5342,1971
Arrivi,2018-09,"Rovereto, Vallagarina e Monte Baldo",5015,3530
Arrivi,2018-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",18984,64015
Arrivi,2018-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",9395,5227
Arrivi,2018-09,Val di Sole,10487,5121
Arrivi,2018-09,Val di Non,6944,4734
Arrivi,2018-09,Provincia,147105,136172
Arrivi,2018-10,"Trento, Monte Bondone e Altopiano di Pinè",13209,7329
Arrivi,2018-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",4891,4409
Arrivi,2018-10,Val di Fiemme e Val di Cembra,3308,4477
Arrivi,2018-10,Val di Fassa,3757,1255
Arrivi,2018-10,"San Martino di Castrozza, Primiero e Vanoi",2710,555
Arrivi,2018-10,"Valsugana, Tesino e Valle dei Mocheni",4914,4479
Arrivi,2018-10,Altipiani cimbri e Vigolana,859,520
Arrivi,2018-10,"Rovereto, Vallagarina e Monte Baldo",3132,2553
Arrivi,2018-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",14876,39299
Arrivi,2018-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",2117,781
Arrivi,2018-10,Val di Sole,2030,1431
Arrivi,2018-10,Val di Non,6025,2113
Arrivi,2018-10,Provincia,61828,69201
Arrivi,2018-11,"Trento, Monte Bondone e Altopiano di Pinè",15429,3325
Arrivi,2018-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",2857,1254
Arrivi,2018-11,Val di Fiemme e Val di Cembra,2257,419
Arrivi,2018-11,Val di Fassa,2528,475
Arrivi,2018-11,"San Martino di Castrozza, Primiero e Vanoi",1936,82
Arrivi,2018-11,"Valsugana, Tesino e Valle dei Mocheni",5457,1106
Arrivi,2018-11,Altipiani cimbri e Vigolana,1146,107
Arrivi,2018-11,"Rovereto, Vallagarina e Monte Baldo",2942,1358
Arrivi,2018-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",12380,8012
Arrivi,2018-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",2704,468
Arrivi,2018-11,Val di Sole,1013,471
Arrivi,2018-11,Val di Non,3689,507
Arrivi,2018-11,Provincia,54338,17584
Arrivi,2018-12,"Trento, Monte Bondone e Altopiano di Pinè",27748,4114
Arrivi,2018-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",26735,3015
Arrivi,2018-12,Val di Fiemme e Val di Cembra,20392,7484
Arrivi,2018-12,Val di Fassa,42241,10439
Arrivi,2018-12,"San Martino di Castrozza, Primiero e Vanoi",13969,812
Arrivi,2018-12,"Valsugana, Tesino e Valle dei Mocheni",15345,837
Arrivi,2018-12,Altipiani cimbri e Vigolana,14233,1514
Arrivi,2018-12,"Rovereto, Vallagarina e Monte Baldo",7037,1058
Arrivi,2018-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",22351,6513
Arrivi,2018-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",30593,7239
Arrivi,2018-12,Val di Sole,30731,12153
Arrivi,2018-12,Val di Non,7579,948
Arrivi,2018-12,Provincia,258954,56126
Presenze,2018-01,"Trento, Monte Bondone e Altopiano di Pinè",38797,18674
Presenze,2018-01,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",138240,41317
Presenze,2018-01,Val di Fiemme e Val di Cembra,62720,77287
Presenze,2018-01,Val di Fassa,220607,168317
Presenze,2018-01,"San Martino di Castrozza, Primiero e Vanoi",67984,13599
Presenze,2018-01,"Valsugana, Tesino e Valle dei Mocheni",13960,2005
Presenze,2018-01,Altipiani cimbri e Vigolana,54543,37338
Presenze,2018-01,"Rovereto, Vallagarina e Monte Baldo",20833,4283
Presenze,2018-01,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",23432,24560
Presenze,2018-01,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",115599,81770
Presenze,2018-01,Val di Sole,156396,133793
Presenze,2018-01,Val di Non,13062,1294
Presenze,2018-01,Provincia,926173,604237
Presenze,2018-02,"Trento, Monte Bondone e Altopiano di Pinè",29186,27578
Presenze,2018-02,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",132531,50055
Presenze,2018-02,Val di Fiemme e Val di Cembra,52245,95806
Presenze,2018-02,Val di Fassa,202133,216444
Presenze,2018-02,"San Martino di Castrozza, Primiero e Vanoi",71554,17321
Presenze,2018-02,"Valsugana, Tesino e Valle dei Mocheni",9640,5322
Presenze,2018-02,Altipiani cimbri e Vigolana,51113,49044
Presenze,2018-02,"Rovereto, Vallagarina e Monte Baldo",21284,6638
Presenze,2018-02,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",15916,7666
Presenze,2018-02,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",109958,100637
Presenze,2018-02,Val di Sole,119502,198192
Presenze,2018-02,Val di Non,9481,1405
Presenze,2018-02,Provincia,824543,776108
Presenze,2018-03,"Trento, Monte Bondone e Altopiano di Pinè",30354,26071
Presenze,2018-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",107722,29239
Presenze,2018-03,Val di Fiemme e Val di Cembra,41676,81692
Presenze,2018-03,Val di Fassa,157921,179510
Presenze,2018-03,"San Martino di Castrozza, Primiero e Vanoi",45569,9023
Presenze,2018-03,"Valsugana, Tesino e Valle dei Mocheni",11799,6141
Presenze,2018-03,Altipiani cimbri e Vigolana,40885,25636
Presenze,2018-03,"Rovereto, Vallagarina e Monte Baldo",17996,3317
Presenze,2018-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",19632,75165
Presenze,2018-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",107356,68224
Presenze,2018-03,Val di Sole,124446,141400
Presenze,2018-03,Val di Non,6875,2243
Presenze,2018-03,Provincia,712231,647661
Presenze,2018-04,"Trento, Monte Bondone e Altopiano di Pinè",23165,13209
Presenze,2018-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",12850,8530
Presenze,2018-04,Val di Fiemme e Val di Cembra,9287,11860
Presenze,2018-04,Val di Fassa,19126,13578
Presenze,2018-04,"San Martino di Castrozza, Primiero e Vanoi",7854,753
Presenze,2018-04,"Valsugana, Tesino e Valle dei Mocheni",16760,11309
Presenze,2018-04,Altipiani cimbri e Vigolana,6633,761
Presenze,2018-04,"Rovereto, Vallagarina e Monte Baldo",7609,4848
Presenze,2018-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",42134,137456
Presenze,2018-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",19673,14616
Presenze,2018-04,Val di Sole,11925,41164
Presenze,2018-04,Val di Non,8820,3737
Presenze,2018-04,Provincia,185836,261821
Presenze,2018-05,"Trento, Monte Bondone e Altopiano di Pinè",27204,20046
Presenze,2018-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",10407,15108
Presenze,2018-05,Val di Fiemme e Val di Cembra,7527,11494
Presenze,2018-05,Val di Fassa,6319,5715
Presenze,2018-05,"San Martino di Castrozza, Primiero e Vanoi",3372,1416
Presenze,2018-05,"Valsugana, Tesino e Valle dei Mocheni",20288,23736
Presenze,2018-05,Altipiani cimbri e Vigolana,7251,2859
Presenze,2018-05,"Rovereto, Vallagarina e Monte Baldo",8620,7409
Presenze,2018-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",33032,211556
Presenze,2018-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",3643,3175
Presenze,2018-05,Val di Sole,5154,5467
Presenze,2018-05,Val di Non,8161,8286
Presenze,2018-05,Provincia,140978,316267
Presenze,2018-06,"Trento, Monte Bondone e Altopiano di Pinè",24064,29204
Presenze,2018-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",81500,23286
Presenze,2018-06,Val di Fiemme e Val di Cembra,34514,20721
Presenze,2018-06,Val di Fassa,83651,28734
Presenze,2018-06,"San Martino di Castrozza, Primiero e Vanoi",28112,4421
Presenze,2018-06,"Valsugana, Tesino e Valle dei Mocheni",28947,30888
Presenze,2018-06,Altipiani cimbri e Vigolana,19708,8123
Presenze,2018-06,"Rovereto, Vallagarina e Monte Baldo",12569,7082
Presenze,2018-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",45296,226209
Presenze,2018-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",27203,12625
Presenze,2018-06,Val di Sole,30840,15105
Presenze,2018-06,Val di Non,11267,9784
Presenze,2018-06,Provincia,427671,416182
Presenze,2018-07,"Trento, Monte Bondone e Altopiano di Pinè",43073,38636
Presenze,2018-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",210227,21360
Presenze,2018-07,Val di Fiemme e Val di Cembra,136975,20422
Presenze,2018-07,Val di Fassa,355602,43659
Presenze,2018-07,"San Martino di Castrozza, Primiero e Vanoi",102363,10365
Presenze,2018-07,"Valsugana, Tesino e Valle dei Mocheni",57640,35228
Presenze,2018-07,Altipiani cimbri e Vigolana,78992,8350
Presenze,2018-07,"Rovereto, Vallagarina e Monte Baldo",27837,8723
Presenze,2018-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",65419,303756
Presenze,2018-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",134387,20680
Presenze,2018-07,Val di Sole,207296,22251
Presenze,2018-07,Val di Non,36233,10916
Presenze,2018-07,Provincia,1456044,544346
Presenze,2018-08,"Trento, Monte Bondone e Altopiano di Pinè",64029,34375
Presenze,2018-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",253729,14635
Presenze,2018-08,Val di Fiemme e Val di Cembra,174768,12991
Presenze,2018-08,Val di Fassa,442387,30876
Presenze,2018-08,"San Martino di Castrozza, Primiero e Vanoi",136761,5572
Presenze,2018-08,"Valsugana, Tesino e Valle dei Mocheni",82598,29515
Presenze,2018-08,Altipiani cimbri e Vigolana,97678,8433
Presenze,2018-08,"Rovereto, Vallagarina e Monte Baldo",26345,7493
Presenze,2018-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",125300,266334
Presenze,2018-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",207169,13534
Presenze,2018-08,Val di Sole,262816,13430
Presenze,2018-08,Val di Non,44607,9272
Presenze,2018-08,Provincia,1918187,446460
Presenze,2018-09,"Trento, Monte Bondone e Altopiano di Pinè",26492,30633
Presenze,2018-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",78228,31838
Presenze,2018-09,Val di Fiemme e Val di Cembra,43295,26582
Presenze,2018-09,Val di Fassa,107813,31168
Presenze,2018-09,"San Martino di Castrozza, Primiero e Vanoi",39435,4608
Presenze,2018-09,"Valsugana, Tesino e Valle dei Mocheni",32938,30986
Presenze,2018-09,Altipiani cimbri e Vigolana,19711,8043
Presenze,2018-09,"Rovereto, Vallagarina e Monte Baldo",12608,6238
Presenze,2018-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",48454,249093
Presenze,2018-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",33793,16316
Presenze,2018-09,Val di Sole,40685,20075
Presenze,2018-09,Val di Non,16187,11508
Presenze,2018-09,Provincia,499639,467088
Presenze,2018-10,"Trento, Monte Bondone e Altopiano di Pinè",22951,15786
Presenze,2018-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",9291,14912
Presenze,2018-10,Val di Fiemme e Val di Cembra,6711,15979
Presenze,2018-10,Val di Fassa,9067,3858
Presenze,2018-10,"San Martino di Castrozza, Primiero e Vanoi",6038,1400
Presenze,2018-10,"Valsugana, Tesino e Valle dei Mocheni",11834,15665
Presenze,2018-10,Altipiani cimbri e Vigolana,1597,1644
Presenze,2018-10,"Rovereto, Vallagarina e Monte Baldo",7102,4302
Presenze,2018-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",36022,157024
Presenze,2018-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",5574,2273
Presenze,2018-10,Val di Sole,3842,5085
Presenze,2018-10,Val di Non,10988,6087
Presenze,2018-10,Provincia,131017,244015
Presenze,2018-11,"Trento, Monte Bondone e Altopiano di Pinè",28084,7734
Presenze,2018-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",5635,2919
Presenze,2018-11,Val di Fiemme e Val di Cembra,4091,1030
Presenze,2018-11,Val di Fassa,4706,1131
Presenze,2018-11,"San Martino di Castrozza, Primiero e Vanoi",5154,239
Presenze,2018-11,"Valsugana, Tesino e Valle dei Mocheni",10312,3725
Presenze,2018-11,Altipiani cimbri e Vigolana,2054,286
Presenze,2018-11,"Rovereto, Vallagarina e Monte Baldo",6147,2181
Presenze,2018-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",22073,27240
Presenze,2018-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",6569,1552
Presenze,2018-11,Val di Sole,2362,898
Presenze,2018-11,Val di Non,6770,1181
Presenze,2018-11,Provincia,103957,50116
Presenze,2018-12,"Trento, Monte Bondone e Altopiano di Pinè",56009,11881
Presenze,2018-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",88584,9678
Presenze,2018-12,Val di Fiemme e Val di Cembra,61946,33655
Presenze,2018-12,Val di Fassa,152986,48540
Presenze,2018-12,"San Martino di Castrozza, Primiero e Vanoi",44582,3001
Presenze,2018-12,"Valsugana, Tesino e Valle dei Mocheni",30027,2538
Presenze,2018-12,Altipiani cimbri e Vigolana,40038,6473
Presenze,2018-12,"Rovereto, Vallagarina e Monte Baldo",16979,2530
Presenze,2018-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",44046,21169
Presenze,2018-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",97645,33932
Presenze,2018-12,Val di Sole,106810,65598
Presenze,2018-12,Val di Non,16951,2887
Presenze,2018-12,Provincia,756603,241882
