Metrica,Periodo,Ambito,Italiani,Stranieri
Arrivi,2017-11,Val di Fassa,2312,192
Arrivi,2017-11,"San Martino di Castrozza, Primiero e Vanoi",1618,69
Arrivi,2017-11,"Valsugana, Tesino e Valle dei Mocheni",4505,935
Arrivi,2017-11,Altipiani cimbri e Vigolana,1029,129
Arrivi,2017-11,"Rovereto, Vallagarina e Monte Baldo",3160,1143
Arrivi,2017-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",8891,8501
Arrivi,2017-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",2072,360
Arrivi,2017-11,Val di Sole,922,150
Arrivi,2017-11,Val di Non,2979,449
Arrivi,2017-11,Provincia,45526,16191
Arrivi,2017-12,"Trento, Monte Bondone e Altopiano di Pinè",27776,3945
Arrivi,2017-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",28589,2683
Arrivi,2017-12,Val di Fiemme e Val di Cembra,22907,7141
Arrivi,2017-12,Val di Fassa,45979,9630
Arrivi,2017-12,"San Martino di Castrozza, Primiero e Vanoi",15954,806
Arrivi,2017-12,"Valsugana, Tesino e Valle dei Mocheni",14745,712
Arrivi,2017-12,Altipiani cimbri e Vigolana,16235,1362
Arrivi,2017-12,"Rovereto, Vallagarina e Monte Baldo",7062,1203
Arrivi,2017-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",23999,6497
Arrivi,2017-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",32122,5952
Arrivi,2017-12,Val di Sole,31970,9685
Arrivi,2017-12,Val di Non,8254,648
Arrivi,2017-12,Provincia,275592,50264
Presenze,2017-01,"Trento, Monte Bondone e Altopiano di Pinè",34803,16742
Presenze,2017-01,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",133842,33151
Presenze,2017-01,Val di Fiemme e Val di Cembra,62834,66369
Presenze,2017-01,Val di Fassa,209875,139444
Presenze,2017-01,"San Martino di Castrozza, Primiero e Vanoi",58756,8535
Presenze,2017-01,"Valsugana, Tesino e Valle dei Mocheni",17111,1813
Presenze,2017-01,Altipiani cimbri e Vigolana,53513,31844
Presenze,2017-01,"Rovereto, Vallagarina e Monte Baldo",18304,4599
Presenze,2017-01,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",26182,24374
Presenze,2017-01,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",103317,75247
Presenze,2017-01,Val di Sole,157993,110205
Presenze,2017-01,Val di Non,13046,834
Presenze,2017-01,Provincia,889576,513157
Presenze,2017-02,"Trento, Monte Bondone e Altopiano di Pinè",25839,27310
Presenze,2017-02,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",114669,55083
Presenze,2017-02,Val di Fiemme e Val di Cembra,44352,96307
Presenze,2017-02,Val di Fassa,175979,197107
Presenze,2017-02,"San Martino di Castrozza, Primiero e Vanoi",59891,14281
Presenze,2017-02,"Valsugana, Tesino e Valle dei Mocheni",8078,4839
Presenze,2017-02,Altipiani cimbri e Vigolana,44889,50638
Presenze,2017-02,"Rovereto, Vallagarina e Monte Baldo",18098,6024
Presenze,2017-02,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",10907,5644
Presenze,2017-02,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",97021,106282
Presenze,2017-02,Val di Sole,104742,187272
Presenze,2017-02,Val di Non,9539,1389
Presenze,2017-02,Provincia,714004,752176
Presenze,2017-03,"Trento, Monte Bondone e Altopiano di Pinè",29225,24616
Presenze,2017-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",98443,33819
Presenze,2017-03,Val di Fiemme e Val di Cembra,43136,78151
Presenze,2017-03,Val di Fassa,159137,157655
Presenze,2017-03,"San Martino di Castrozza, Primiero e Vanoi",49615,8285
Presenze,2017-03,"Valsugana, Tesino e Valle dei Mocheni",11739,4325
Presenze,2017-03,Altipiani cimbri e Vigolana,39434,27264
Presenze,2017-03,"Rovereto, Vallagarina e Monte Baldo",15968,2638
Presenze,2017-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",20019,42962
Presenze,2017-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",102620,71701
Presenze,2017-03,Val di Sole,120332,149364
Presenze,2017-03,Val di Non,6901,1447
Presenze,2017-03,Provincia,696569,602227
Presenze,2017-04,"Trento, Monte Bondone e Altopiano di Pinè",25392,13444
Presenze,2017-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",17994,7859
Presenze,2017-04,Val di Fiemme e Val di Cembra,9306,20580
Presenze,2017-04,Val di Fassa,9352,6837
Presenze,2017-04,"San Martino di Castrozza, Primiero e Vanoi",9622,1487
Presenze,2017-04,"Valsugana, Tesino e Valle dei Mocheni",25696,13004
Presenze,2017-04,Altipiani cimbri e Vigolana,5369,804
Presenze,2017-04,"Rovereto, Vallagarina e Monte Baldo",7568,6697
Presenze,2017-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",47658,177740
Presenze,2017-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",12805,13742
Presenze,2017-04,Val di Sole,9515,51501
Presenze,2017-04,Val di Non,11697,5328
Presenze,2017-04,Provincia,191974,319023
Presenze,2017-05,"Trento, Monte Bondone e Altopiano di Pinè",17426,15936
Presenze,2017-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",6067,14593
Presenze,2017-05,Val di Fiemme e Val di Cembra,4099,11762
Presenze,2017-05,Val di Fassa,7947,5506
Presenze,2017-05,"San Martino di Castrozza, Primiero e Vanoi",3394,465
Presenze,2017-05,"Valsugana, Tesino e Valle dei Mocheni",11282,21974
Presenze,2017-05,Altipiani cimbri e Vigolana,1866,2083
Presenze,2017-05,"Rovereto, Vallagarina e Monte Baldo",5767,6682
Presenze,2017-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",29613,188439
Presenze,2017-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",3629,2261
Presenze,2017-05,Val di Sole,3984,5413
Presenze,2017-05,Val di Non,6504,7974
Presenze,2017-05,Provincia,101578,283088
Presenze,2017-06,"Trento, Monte Bondone e Altopiano di Pinè",23319,28997
Presenze,2017-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",70303,21974
Presenze,2017-06,Val di Fiemme e Val di Cembra,31640,23610
Presenze,2017-06,Val di Fassa,82309,27394
Presenze,2017-06,"San Martino di Castrozza, Primiero e Vanoi",28807,3236
Presenze,2017-06,"Valsugana, Tesino e Valle dei Mocheni",33870,33404
Presenze,2017-06,Altipiani cimbri e Vigolana,24881,7438
Presenze,2017-06,"Rovereto, Vallagarina e Monte Baldo",13146,9415
Presenze,2017-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",51469,242271
Presenze,2017-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",25436,6979
Presenze,2017-06,Val di Sole,30109,15834
Presenze,2017-06,Val di Non,10018,11213
Presenze,2017-06,Provincia,425307,431765
Presenze,2017-07,"Trento, Monte Bondone e Altopiano di Pinè",47493,39503
Presenze,2017-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",215851,19343
Presenze,2017-07,Val di Fiemme e Val di Cembra,137991,20307
Presenze,2017-07,Val di Fassa,359172,41952
Presenze,2017-07,"San Martino di Castrozza, Primiero e Vanoi",109312,11539
Presenze,2017-07,"Valsugana, Tesino e Valle dei Mocheni",60217,36195
Presenze,2017-07,Altipiani cimbri e Vigolana,75932,9106
Presenze,2017-07,"Rovereto, Vallagarina e Monte Baldo",23677,10625
Presenze,2017-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",68053,309250
Presenze,2017-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",145949,19617
Presenze,2017-07,Val di Sole,193079,19187
Presenze,2017-07,Val di Non,38475,11649
Presenze,2017-07,Provincia,1475201,548273
Presenze,2017-08,"Trento, Monte Bondone e Altopiano di Pinè",67188,34665
Presenze,2017-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",255204,12539
Presenze,2017-08,Val di Fiemme e Val di Cembra,179073,11991
Presenze,2017-08,Val di Fassa,446718,29662
Presenze,2017-08,"San Martino di Castrozza, Primiero e Vanoi",140957,5186
Presenze,2017-08,"Valsugana, Tesino e Valle dei Mocheni",82171,32059
Presenze,2017-08,Altipiani cimbri e Vigolana,97317,7388
Presenze,2017-08,"Rovereto, Vallagarina e Monte Baldo",24817,9248
Presenze,2017-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",120763,289557
Presenze,2017-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",211370,15370
Presenze,2017-08,Val di Sole,259078,17278
Presenze,2017-08,Val di Non,45218,10383
Presenze,2017-08,Provincia,1929874,475326
Presenze,2017-09,"Trento, Monte Bondone e Altopiano di Pinè",28815,30753
Presenze,2017-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",77492,28959
Presenze,2017-09,Val di Fiemme e Val di Cembra,44261,26789
Presenze,2017-09,Val di Fassa,102625,30568
Presenze,2017-09,"San Martino di Castrozza, Primiero e Vanoi",45167,3730
Presenze,2017-09,"Valsugana, Tesino e Valle dei Mocheni",32861,32402
Presenze,2017-09,Altipiani cimbri e Vigolana,18265,8977
Presenze,2017-09,"Rovereto, Vallagarina e Monte Baldo",10990,9750
Presenze,2017-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",42894,264461
Presenze,2017-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",32872,10321
Presenze,2017-09,Val di Sole,39984,21181
Presenze,2017-09,Val di Non,16297,12403
Presenze,2017-09,Provincia,492523,480294
Presenze,2017-10,"Trento, Monte Bondone e Altopiano di Pinè",21619,16153
Presenze,2017-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",9331,14009
Presenze,2017-10,Val di Fiemme e Val di Cembra,6975,14475
Presenze,2017-10,Val di Fassa,9305,4041
Presenze,2017-10,"San Martino di Castrozza, Primiero e Vanoi",6433,1017
Presenze,2017-10,"Valsugana, Tesino e Valle dei Mocheni",9874,16414
Presenze,2017-10,Altipiani cimbri e Vigolana,1485,451
Presenze,2017-10,"Rovereto, Vallagarina e Monte Baldo",6180,6517
Presenze,2017-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",33372,173494
Presenze,2017-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",5329,2389
Presenze,2017-10,Val di Sole,5556,6483
Presenze,2017-10,Val di Non,11185,7653
Presenze,2017-10,Provincia,126644,263096
Presenze,2017-11,"Trento, Monte Bondone e Altopiano di Pinè",23687,7313
Presenze,2017-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",4767,1690
Presenze,2017-11,Val di Fiemme e Val di Cembra,2708,1273
Presenze,2017-11,Val di Fassa,5221,456
Presenze,2017-11,"San Martino di Castrozza, Primiero e Vanoi",3571,224
Presenze,2017-11,"Valsugana, Tesino e Valle dei Mocheni",8312,3112
Presenze,2017-11,Altipiani cimbri e Vigolana,2060,377
Presenze,2017-11,"Rovereto, Vallagarina e Monte Baldo",6668,2733
Presenze,2017-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",17668,31370
Presenze,2017-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",5100,1281
Presenze,2017-11,Val di Sole,2141,424
Presenze,2017-11,Val di Non,5548,1074
Presenze,2017-11,Provincia,87451,51327
Presenze,2017-12,"Trento, Monte Bondone e Altopiano di Pinè",55329,11325
Presenze,2017-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",88443,9113
Presenze,2017-12,Val di Fiemme e Val di Cembra,67036,31908
Presenze,2017-12,Val di Fassa,157891,42180
Presenze,2017-12,"San Martino di Castrozza, Primiero e Vanoi",47875,3571
Presenze,2017-12,"Valsugana, Tesino e Valle dei Mocheni",28744,1971
Presenze,2017-12,Altipiani cimbri e Vigolana,43554,5535
Presenze,2017-12,"Rovereto, Vallagarina e Monte Baldo",15993,3171
Presenze,2017-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",47294,22049
Presenze,2017-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e
          Valle del Chiese",98416,26956
Presenze,2017-12,Val di Sole,104747,49462
Presenze,2017-12,Val di Non,18337,2078
Presenze,2017-12,Provincia,773659,209319
