Metrica,Periodo,Ambito,Italiani,Stranieri
Presenze,2022-02,Val di Non,7904,621
Presenze,2022-03,"Trento, Monte Bondone e Altopiano di Pinè",29093,22341
Presenze,2022-03,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",77681,23087
Presenze,2022-03,Val di Fiemme e Val di Cembra,30254,61032
Presenze,2022-03,Val di Fassa,126868,129279
Presenze,2022-03,"San Martino di Castrozza, Primiero e Vanoi",36677,5323
Presenze,2022-03,"Valsugana, Tesino e Valle dei Mocheni",6600,2588
Presenze,2022-03,Altipiani cimbri e Vigolana,26156,16650
Presenze,2022-03,"Rovereto, Vallagarina e Monte Baldo",10824,2042
Presenze,2022-03,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",19303,31120
Presenze,2022-03,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",91216,59834
Presenze,2022-03,Val di Sole,94578,122542
Presenze,2022-03,Val di Non,5073,703
Presenze,2022-04,"Trento, Monte Bondone e Altopiano di Pinè",24814,14171
Presenze,2022-04,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",8703,4045
Presenze,2022-04,Val di Fiemme e Val di Cembra,11124,14896
Presenze,2022-04,Val di Fassa,12929,9899
Presenze,2022-04,"San Martino di Castrozza, Primiero e Vanoi",9863,823
Presenze,2022-04,"Valsugana, Tesino e Valle dei Mocheni",11604,9827
Presenze,2022-04,Altipiani cimbri e Vigolana,2524,947
Presenze,2022-04,"Rovereto, Vallagarina e Monte Baldo",6345,4546
Presenze,2022-04,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",46104,141150
Presenze,2022-04,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",15842,10571
Presenze,2022-04,Val di Sole,13125,39219
Presenze,2022-04,Val di Non,8923,3390
Presenze,2022-05,"Trento, Monte Bondone e Altopiano di Pinè",25258,18629
Presenze,2022-05,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",10593,12007
Presenze,2022-05,Val di Fiemme e Val di Cembra,9181,6562
Presenze,2022-05,Val di Fassa,8948,4932
Presenze,2022-05,"San Martino di Castrozza, Primiero e Vanoi",2886,376
Presenze,2022-05,"Valsugana, Tesino e Valle dei Mocheni",15543,16810
Presenze,2022-05,Altipiani cimbri e Vigolana,6292,4075
Presenze,2022-05,"Rovereto, Vallagarina e Monte Baldo",7068,4921
Presenze,2022-05,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",40723,176067
Presenze,2022-05,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",5738,2168
Presenze,2022-05,Val di Sole,3983,4633
Presenze,2022-05,Val di Non,7304,4724
Presenze,2022-06,"Trento, Monte Bondone e Altopiano di Pinè",29024,29642
Presenze,2022-06,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",93782,24624
Presenze,2022-06,Val di Fiemme e Val di Cembra,43021,19212
Presenze,2022-06,Val di Fassa,123411,33285
Presenze,2022-06,"San Martino di Castrozza, Primiero e Vanoi",33489,5054
Presenze,2022-06,"Valsugana, Tesino e Valle dei Mocheni",29733,28532
Presenze,2022-06,Altipiani cimbri e Vigolana,25623,6495
Presenze,2022-06,"Rovereto, Vallagarina e Monte Baldo",13536,7963
Presenze,2022-06,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",58547,242787
Presenze,2022-06,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",36268,9881
Presenze,2022-06,Val di Sole,41729,17588
Presenze,2022-06,Val di Non,12289,7712
Presenze,2022-07,"Trento, Monte Bondone e Altopiano di Pinè",55655,36706
Presenze,2022-07,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",223479,21591
Presenze,2022-07,Val di Fiemme e Val di Cembra,142735,16082
Presenze,2022-07,Val di Fassa,391475,45134
Presenze,2022-07,"San Martino di Castrozza, Primiero e Vanoi",107602,9669
Presenze,2022-07,"Valsugana, Tesino e Valle dei Mocheni",59514,29469
Presenze,2022-07,Altipiani cimbri e Vigolana,86297,7125
Presenze,2022-07,"Rovereto, Vallagarina e Monte Baldo",29095,8713
Presenze,2022-07,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",77418,293291
Presenze,2022-07,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",152453,24748
Presenze,2022-07,Val di Sole,201790,22701
Presenze,2022-07,Val di Non,34407,7584
Presenze,2022-08,"Trento, Monte Bondone e Altopiano di Pinè",77177,31704
Presenze,2022-08,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",262349,14519
Presenze,2022-08,Val di Fiemme e Val di Cembra,173125,9276
Presenze,2022-08,Val di Fassa,450156,29007
Presenze,2022-08,"San Martino di Castrozza, Primiero e Vanoi",130528,4810
Presenze,2022-08,"Valsugana, Tesino e Valle dei Mocheni",79732,25662
Presenze,2022-08,Altipiani cimbri e Vigolana,103457,5391
Presenze,2022-08,"Rovereto, Vallagarina e Monte Baldo",31908,8293
Presenze,2022-08,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",129379,270550
Presenze,2022-08,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",207113,12749
Presenze,2022-08,Val di Sole,261071,16785
Presenze,2022-08,Val di Non,45458,6958
Presenze,2022-09,"Trento, Monte Bondone e Altopiano di Pinè",30092,34367
Presenze,2022-09,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",84658,30316
Presenze,2022-09,Val di Fiemme e Val di Cembra,47618,21980
Presenze,2022-09,Val di Fassa,139623,38312
Presenze,2022-09,"San Martino di Castrozza, Primiero e Vanoi",46896,5512
Presenze,2022-09,"Valsugana, Tesino e Valle dei Mocheni",34126,28939
Presenze,2022-09,Altipiani cimbri e Vigolana,20011,6866
Presenze,2022-09,"Rovereto, Vallagarina e Monte Baldo",12861,7925
Presenze,2022-09,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",53483,241685
Presenze,2022-09,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",46292,14320
Presenze,2022-09,Val di Sole,48403,26325
Presenze,2022-09,Val di Non,15785,9982
Presenze,2022-10,"Trento, Monte Bondone e Altopiano di Pinè",30464,22247
Presenze,2022-10,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",15423,13767
Presenze,2022-10,Val di Fiemme e Val di Cembra,10520,10377
Presenze,2022-10,Val di Fassa,17291,7645
Presenze,2022-10,"San Martino di Castrozza, Primiero e Vanoi",14085,1284
Presenze,2022-10,"Valsugana, Tesino e Valle dei Mocheni",13571,11782
Presenze,2022-10,Altipiani cimbri e Vigolana,2306,1241
Presenze,2022-10,"Rovereto, Vallagarina e Monte Baldo",10578,5798
Presenze,2022-10,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",51708,153616
Presenze,2022-10,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",8446,3077
Presenze,2022-10,Val di Sole,8737,8782
Presenze,2022-10,Val di Non,12855,5830
Presenze,2022-11,"Trento, Monte Bondone e Altopiano di Pinè",31016,8832
Presenze,2022-11,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",5978,1606
Presenze,2022-11,Val di Fiemme e Val di Cembra,2580,2020
Presenze,2022-11,Val di Fassa,8929,2184
Presenze,2022-11,"San Martino di Castrozza, Primiero e Vanoi",3823,292
Presenze,2022-11,"Valsugana, Tesino e Valle dei Mocheni",9232,2178
Presenze,2022-11,Altipiani cimbri e Vigolana,523,287
Presenze,2022-11,"Rovereto, Vallagarina e Monte Baldo",6619,2577
Presenze,2022-11,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",18050,27357
Presenze,2022-11,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",7122,2102
Presenze,2022-11,Val di Sole,1974,711
Presenze,2022-11,Val di Non,4679,1069
Presenze,2022-12,"Trento, Monte Bondone e Altopiano di Pinè",59434,14359
Presenze,2022-12,"Altopiano della Paganella, Piana della Rotaliana e San Lorenzo Dorsino",87643,12145
Presenze,2022-12,Val di Fiemme e Val di Cembra,63342,42195
Presenze,2022-12,Val di Fassa,166388,56048
Presenze,2022-12,"San Martino di Castrozza, Primiero e Vanoi",46948,3298
Presenze,2022-12,"Valsugana, Tesino e Valle dei Mocheni",20635,1895
Presenze,2022-12,Altipiani cimbri e Vigolana,38378,9511
Presenze,2022-12,"Rovereto, Vallagarina e Monte Baldo",15556,2620
Presenze,2022-12,"Garda trentino, Valle di Ledro, Terme di Comano e Valle dei Laghi",37256,17821
Presenze,2022-12,"Madonna di Campiglio, Pinzolo, Val Rendena, Giudicarie centrali e Valle del Chiese",103491,40815
Presenze,2022-12,Val di Sole,106482,89478
Presenze,2022-12,Val di Non,14051,2618
